IDENT;LIBELLE;VEHICULE;VOIRIE;INSEE
B_CHP63_A;Charles Perrault;BUS;HS_SEMI_INTEGRE;33013
B_CRU31_A;Cruchet;BUS;CHAUSSEE;33063
B_LAN55_R;La Landotte;BUS;CHAUSSEE;33519
B_TIL92_R;Tillède;BUS;CHAUSSEE;33004
B_DES47_A;Descartes;BUS;CHAUSSEE;33318
B_GAR58_A;Gare de Blanquefort;BUS;VOIE_PROTEGEE;33056
B_MMQ10_R;Montaigne - Montesquieu;BUS;CHAUSSEE;33318
B_SEN03_R;Quai Numa Sensine;BUS;CHAUSSEE_ACCESS;33249
B_CIM91_A;Cimetière d'Ambès;BUS;CHAUSSEE;33004
B_BFL32_A;Bois Fleuri;BUS;CHAUSSEE;33249
B_KEN63_A;Kennedy;BUS;HS_INTEGRAL;33249
B_LAG58_A;Château Dillon;BUS;CHAUSSEE_ACCESS;33056
B_AST37_A;Avenue du Stade;BUS;CHAUSSEE;33519
B_FLU02_R;Port Garonne;BUS;CHAUSSEE;33039
B_JAC35_A;Colonel Jacqui;BUS;CHAUSSEE;33318
B_NPE35_R;Nancel Pénard;BUS;CHAUSSEE;33318
B_SOM90_R;Somme;BUS;CHAUSSEE;33032
B_CAIR9_A;Cité Cairon;BUS;CHAUSSEE_ACCESS;33063
B_BAOR9_A;Barrière d'Ornano;BUS;CHAUSSEE;33063
B_BOU16_A;Bourse du Travail;BUS;HS_INTEGRAL;33063
B_NCO73_A;Nungesser et Coli;BUS;CHAUSSEE;33281
B_VIL42_A;Le Télégraphe;BUS;HS_INTEGRAL;33192
B_PCU32_R;Pierre Curie;BUS;SURELEVE;33013
B_CUR37_R;Allée de Curé;BUS;CHAUSSEE_ACCESS;33519
B_RDO16_R;Résidences du Domaine;BUS;CHAUSSEE;33063
B_BEC43_R;Le B.E.C;BUS;CHAUSSEE;33318
B_HBA51_R;Barbusse;BUS;CHAUSSEE;33281
B_LYC21_A;Lycée Kastler;BUS;CHAUSSEE;33522
B_LVL08_R;Lycée Victor Louis;BUS;CHAUSSEE;33522
B_FOR19_R;Forum;BUS;CHAUSSEE;33522
B_TRU51_R;Truffaut;BUS;CHAUSSEE;33281
B_ACA03_A;Acacias;BUS;CHAUSSEE_ACCESS;33249
B_VI543_R;Village 5;BUS;VOIE_PROTEGEE;33192
B_RPI20_R;Hôpital Robert Picqué;BUS;CHAUSSEE;33039
B_LAB54_R;Labottière;BUS;CHAUSSEE;33063
B_EAR42_R;Ecole d'Architecture;BUS;CHAUSSEE;33522
B_MOU42_R;Stade de Moulerens;BUS;CHAUSSEE;33192
B_MEI90_R;Résidence Meignan;BUS;CHAUSSEE_ACCESS;33032
B_EGR42_R;Eglise de Gradignan;BUS;CHAUSSEE;33192
B_LAC92_R;Lacone;BUS;CHAUSSEE;33004
B_BRG92_R;Beauregard;BUS;CHAUSSEE_ACCESS;33004
B_BON75_R;Chemin Bon Air;BUS;CHAUSSEE;33281
B_MLI73_A;Martyrs de la Libération;BUS;HS_INTEGRAL;33281
B_JMA73_A;Jean Macé;BUS;CHAUSSEE;33281
B_BOU50_R;Bourranville;BUS;CHAUSSEE;33281
B_BEA93_R;Beaujet;BUS;CHAUSSEE;33003
B_ROU49_A;Château Rouquey;BUS;HS_INTEGRAL;33281
B_BPD90_R;Pomme d'Or;BUS;HS_INTEGRAL;33032
B_BON75_A;Chemin Bon Air;BUS;CHAUSSEE;33281
B_MFO46_A;Maréchal Foch;BUS;CHAUSSEE;33318
B_NUY91_A;Nuyens;BUS;CHAUSSEE;33063
B_FLI06_R;Floirac Libération;BUS;CHAUSSEE_ACCESS;33167
B_ECO57_A;Emile Combes;BUS;CHAUSSEE;33069
B_MCRIT;Arena;BUS;CHAUSSEE_ACCESS;33167
B_MORL5;La Morlette;BUS;CHAUSSEE;33119
B_ARI03_A;André Ricard;BUS;CHAUSSEE_ACCESS;33063
B_GAL92_R;La Galliasse;BUS;CHAUSSEE_ACCESS;33487
B_CLO49_A;Chemin Long;BUS;CHAUSSEE_ACCESS;33281
B_STE52_R;Stade Stéhélin;BUS;VOIE_PROTEGEE;33063
B_HIP56_R;Champ de Courses - Treulon;BUS;HS_ACCES;33069
B_AUS34_A;Ausone;BUS;HS_INTEGRAL;33318
B_TGA56_A;Tour de Gassies;BUS;CHAUSSEE_ACCESS;33075
B_RBO58_A;Rue de Bordeaux;BUS;CHAUSSEE_ACCESS;33312
B_CHR53_R;Chemin du Roy;BUS;CHAUSSEE;33449
B_SAU63_A;Sauternes;BUS;HS_INTEGRAL;33013
B_CBL93_A;Carbon Blanc Centre;BUS;CHAUSSEE_ACCESS;33096
B_REP58_A;Mairie de Blanquefort;BUS;CHAUSSEE;33056
B_VHU91_A;St Louis de Montferrand (Victor Hugo);BUS;CHAUSSEE;33434
B_PGA10_R;Palais Gallien;BUS;CHAUSSEE;33063
B_LBR02_A;Grand-Lebrun;BUS;CHAUSSEE_ACCESS;33063
B_BRI03_A;Lormont Bas (A. Briand);BUS;CHAUSSEE_ACCESS;33249
B_SEM06_R;Sembat;BUS;HS_INTEGRAL;33063
B_3TO42_R;Les 3 Tours;BUS;HS_INTEGRAL;33192
B_RCO93_A;René Coty;BUS;HS_INTEGRAL;33003
B_SAG94_A;Sabarèges;BUS;HS_SEMI_INTEGRE;33003
B_EGR63_A;Eglise Romane;BUS;CHAUSSEE;33013
B_QVI91_A;Quai de Vial (Everite);BUS;HS_SEMI_INTEGRE;33032
B_CBL10_A;Croix Blanche;BUS;HS_INTEGRAL;33063
B_TES49_A;Tournesol;BUS;CHAUSSEE_ACCESS;33281
B_BAR93_R;Baraille;BUS;CHAUSSEE;33003
B_JUI80_R;Maréchal Juin;BUS;CHAUSSEE;33192
B_PNO93_R;Paulin de Nole;BUS;CHAUSSEE;33003
B_AMB94_A;Ambarès Eglise;BUS;CHAUSSEE;33003
B_CLL66_R;Clairière de Lormont;BUS;CHAUSSEE;33249
B_FRO92_R;Le Fronton;BUS;CHAUSSEE;33003
B_MOU82_A;Moussard;BUS;CHAUSSEE;33281
B_JJA27_R;La Vache;BUS;CHAUSSEE;33075
B_TEM94_A;Templiers;BUS;CHAUSSEE;33003
B_MOE21_R;Monnet;BUS;CHAUSSEE;33550
B_MRY57_A;Martyrs de la Résistance;BUS;CHAUSSEE;33075
B_LBL57_R;Louis Blanc;BUS;CHAUSSEE;33069
B_ETO07_R;Mélac;BUS;CHAUSSEE;33065
B_COU91_R;Docteur Couaillac;BUS;CHAUSSEE;33004
B_JOU94_A;Jourdane;BUS;CHAUSSEE;33003
B_CHA93_A;Chapelle St Denis;BUS;CHAUSSEE;33003
B_8MA90_R;Mairie de Bassens;BUS;CHAUSSEE;33032
B_LAB90_R;Labourets;BUS;CHAUSSEE;33032
B_TRO92_R;Troubadis;BUS;CHAUSSEE;33004
B_BEA93_A;Beaujet;BUS;CHAUSSEE;33003
B_JAM91_A;Jamois;BUS;CHAUSSEE;33004
B_4PA32_A;4 Pavillons;BUS;CHAUSSEE;33119
B_GRA93_R;Avenue de Grandjean;BUS;CHAUSSEE;33003
B_DEL27_R;Delattre;BUS;CHAUSSEE;33075
B_BON92_A;Bonnet;BUS;CHAUSSEE;33004
B_JOU31_A;Berges du Lac;BUS;CHAUSSEE_ACCESS;33063
B_LAF80_R;La Fontaine;BUS;CHAUSSEE;33318
B_PDO01_R;Paul Doumer;BUS;CHAUSSEE;33063
B_ALL36_R;Allard;BUS;CHAUSSEE;33075
B_GRA45_A;Grangeneuve;BUS;CHAUSSEE_ACCESS;33318
B_CHA90_R;Château Pomerol;BUS;CHAUSSEE_ACCESS;33032
B_RUG58_A;Rue de la Gare;BUS;CHAUSSEE;33312
B_DPELU;Domaine de Pelus;BUS;CHAUSSEE_ACCESS;33281
B_TAR93_A;Tarrey;BUS;CHAUSSEE;33003
B_LAB93_R;La Blanche;BUS;CHAUSSEE;33003
B_PEY93_A;Peychaud;BUS;CHAUSSEE;33003
B_MBL58_R;Mairie de Blanquefort;BUS;CHAUSSEE_ACCESS;33056
B_LIB92_A;Liberté;BUS;CHAUSSEE;33003
B_REP58_R;République;BUS;CHAUSSEE;33056
B_BRT93_A;Barot;BUS;CHAUSSEE;33003
B_EUR07_R;Europe;BUS;CHAUSSEE_ACCESS;33003
B_FUT93_A;Futaies;BUS;CHAUSSEE;33096
B_DUR93_A;Durandeau;BUS;CHAUSSEE;33003
B_ECO08_A;Emile Combes;BUS;CHAUSSEE;33119
B_AMI62_A;Rue de l'Amitié;BUS;CHAUSSEE;33119
B_GGA37_A;Général de Gaulle;BUS;CHAUSSEE;33056
B_MAR27_R;Marronniers;BUS;CHAUSSEE;33069
B_CFE93_R;Courtefesse;BUS;CHAUSSEE;33003
B_QFR91_A;Côte de la Garonne;BUS;CHAUSSEE;33032
B_EXU91_A;Frachon;BUS;CHAUSSEE;33004
B_MRO13_A;Moulin Rouge;BUS;CHAUSSEE;33063
B_CEG77_A;Caychac Eglise;BUS;CHAUSSEE;33056
B_CAS91_A;Castelneau;BUS;CHAUSSEE;33434
B_JJA90_R;Jean Jaurès;BUS;CHAUSSEE_ACCESS;33032
B_SCA27_A;Sadi Carnot;BUS;CHAUSSEE;33069
B_MFO94_A;Maréchal Foch;BUS;CHAUSSEE;33003
B_GRA94_A;La Grave d'Ambarès;BUS;CHAUSSEE;33003
B_GAR91_A;Gare d'Orléans;BUS;CHAUSSEE;33063
B_TOUR9_A;Base sous-marine;BUS;CHAUSSEE_ACCESS;33063
B_FAU94_A;Faulat;BUS;CHAUSSEE;33003
B_GAL95_R;Maréchal Gallieni;BUS;CHAUSSEE;33032
B_TER93_R;Terrasson;BUS;CHAUSSEE;33003
B_LAN93_R;La Lande;BUS;CHAUSSEE;33096
B_ZOL95_R;Emile Zola;BUS;CHAUSSEE;33032
B_COM95_R;Collège Manon Cormier;BUS;CHAUSSEE;33032
B_FLE57_A;Fleuranceau;BUS;CHAUSSEE;33075
B_ADM57_A;Centre Administratif;BUS;CHAUSSEE;33069
B_MRY57_R;Martyrs de la Résistance;BUS;CHAUSSEE;33075
B_CCB92_R;Collège de Carbon-Blanc;BUS;CHAUSSEE;33096
B_BEA95_A;Beauval;BUS;CHAUSSEE;33096
B_MIT92_R;Mitterrand;BUS;CHAUSSEE;33096
B_BRE52_R;Breteil;BUS;CHAUSSEE;33162
B_QDE07_R;Quai Deschamps;BUS;CHAUSSEE_ACCESS;33063
B_VIC16_R;Victoire (A. Briand);BUS;CHAUSSEE;33063
B_UNIT43;Unitec;BUS;CHAUSSEE;33318
B_CGR02_A;Domaine de la Plantation;BUS;CHAUSSEE;33039
B_PJU16_A;Palais de Justice;BUS;CHAUSSEE;33063
B_NUY91_R;Nuyens;BUS;CHAUSSEE;33063
B_BER92_A;Belle Rive;BUS;HS_INTEGRAL;33434
B_STM93_R;Service Technique Municipal;BUS;CHAUSSEE;33096
B_CAS92_A;Castéra;BUS;CHAUSSEE_ACCESS;33032
B_CAS92_R;Castéra;BUS;CHAUSSEE;33032
B_TRE93_A;Treuil;BUS;CHAUSSEE;33003
B_SDE93_R;St Denis;BUS;CHAUSSEE;33003
B_BRO94_R;Broustey;BUS;CHAUSSEE;33003
B_PEL94_R;Pelet;BUS;CHAUSSEE;33003
B_SUR94_R;Surin;BUS;CHAUSSEE_ACCESS;33003
B_STV94_A;St Vincent de Paul;BUS;CHAUSSEE;33487
B_BMO37_A;Bois de Mont;BUS;CHAUSSEE;33449
B_HOR52_A;Ecole d'horticulture;BUS;CHAUSSEE_ACCESS;33162
B_MON52_A;Montalieu;BUS;CHAUSSEE;33162
B_GALI28;Galin;BUS;HS_INTEGRAL;33063
B_JOU71_A;Jossomme;BUS;CHAUSSEE;33449
B_CUR62_A;Curie;BUS;CHAUSSEE;33119
B_LAU90_R;Lauriers;BUS;CHAUSSEE;33249
B_TBOUGN;Bougnard;BUS;TERMINUS_ACCESS;33318
B_LIS91_R;Lissandre;BUS;CHAUSSEE;33249
B_SAI84_A;Saige;BUS;CHAUSSEE;33318
B_PRA42_A;La Prairie;BUS;CHAUSSEE_ACCESS;33192
B_PEI19_A;Peixotto;BUS;CHAUSSEE;33522
B_GUY58_A;Guynemer;BUS;CHAUSSEE;33056
B_BRE66_R;Jacques Brel;BUS;CHAUSSEE;33249
B_ZOL82_A;Zola;BUS;CHAUSSEE_ACCESS;33376
B_ZOL82_R;Zola;BUS;CHAUSSEE_ACCESS;33376
B_BRA01_A;Blanqui;BUS;CHAUSSEE;33063
B_ABR35_A;Aristide Briand;BUS;CHAUSSEE;33281
B_FLPA32;Parc Municipal;BUS;HS_INTEGRAL;33167
B_CAS66_A;La Cascade;BUS;CHAUSSEE;33013
B_BUTT66;Buttinière;BUS;TERMINUS;33249
B_ZAAR67;Z.A Artigues;BUS;CHAUSSEE;33013
B_HAM44_R;Hameaux de l'Alouette;BUS;CHAUSSEE;33318
B_DAU44_R;Dauphiné;BUS;CHAUSSEE;33318
B_AUR21_R;Auriol;BUS;CHAUSSEE_ACCESS;33550
B_QNSUS;Quinsus;BUS;CHAUSSEE_ACCESS;33003
B_SAI94_A;St Vincent de Paul;BUS;CHAUSSEE;33487
B_SAU11_A;St Augustin;BUS;CHAUSSEE;33063
B_PHT45_A;Parc Haut Brion;BUS;CHAUSSEE;33318
B_RPA08_R;RPA Gambetta;BUS;CHAUSSEE;33119
B_CHB53_A;Allée de la Chambre;BUS;CHAUSSEE;33376
B_JMO79_A;Lycée Jean Monnet;BUS;HS_INTEGRAL;33056
B_GOYA6_R;Goya;BUS;CHAUSSEE_ACCESS;33119
B_MCE35_A;Mérignac Centre;BUS;CHAUSSEE_ACCESS;33281
B_ARLAC;Fontaine d'Arlac;BUS;TERMINUS;33281
B_CBO46_R;Cap de Bos;BUS;CHAUSSEE_ACCESS;33318
B_STM47_R;Ste Marie;BUS;CHAUSSEE;33318
B_LUC81_A;Domaine de Lucatet;BUS;CHAUSSEE;33281
B_CPI51_R;Moussard;BUS;CHAUSSEE;33281
B_FET82_A;Feydit;BUS;CHAUSSEE;33449
B_JUD54_R;Jude;BUS;CHAUSSEE;33162
B_FER08_A;Jules Ferry;BUS;CHAUSSEE_ACCESS;33119
B_LAL20_R;Lalanne;BUS;CHAUSSEE;33550
B_BER53_A;Berlincan;BUS;CHAUSSEE;33449
B_LHZ93_A;Stade Lachaze;BUS;CHAUSSEE;33003
B_EDI44_R;Edison;BUS;CHAUSSEE;HORS_BM
B_EFM32_R;Esplanade F. Mitterrand;BUS;CHAUSSEE_ACCESS;33249
B_MAR24_A;Martinique;BUS;CHAUSSEE;33063
B_MAR64_A;Mairie d'Artigues;BUS;CHAUSSEE_ACCESS;33013
B_CAS73_A;Cassin;BUS;HS_INTEGRAL;33281
B_RPE42_R;Cotor Laburthe;BUS;CHAUSSEE;33192
B_TYF64_R;Tout y Faut;BUS;CHAUSSEE;33013
B_BLQ27_R;Blanqui;BUS;CHAUSSEE;33167
B_BNT92_A;Bernatet;BUS;CHAUSSEE;33003
B_LIB90_A;Liberté;BUS;CHAUSSEE;33032
B_DHO94_R;Domaine d'Hostein;BUS;CHAUSSEE;33003
B_CHE92_A;Beauvais;BUS;CHAUSSEE;33003
B_MJO90_R;Maréchal Joffre;BUS;CHAUSSEE;33032
B_PTP92_A;Pont de Peyre;BUS;CHAUSSEE;33487
B_ASC07_R;Les Pelouses d'Ascot;BUS;CHAUSSEE;33065
B_ATE03_A;Ateliers Municipaux;BUS;CHAUSSEE;33249
B_JFE95_A;Jules Ferry;BUS;CHAUSSEE;33096
B_TER95_R;Tertre;BUS;CHAUSSEE;33032
B_TRI95_R;Triviaux;BUS;CHAUSSEE;33096
B_CHS92_R;Chemin du Sourd;BUS;CHAUSSEE;33096
B_DUP07_A;Dupas;BUS;CHAUSSEE_ACCESS;33063
B_CAP76_R;Capelle;BUS;CHAUSSEE;33069
B_LES43_R;Lestage;BUS;CHAUSSEE;33192
B_ERM43_R;L'Ermitage;BUS;CHAUSSEE;33192
B_PEI42_A;Peixotto;BUS;TERMINUS;33522
B_EGS03_R;Eglise de St Aubin;BUS;CHAUSSEE_ACCESS;33376
B_TRI16_R;Trianon;BUS;CHAUSSEE_ACCESS;33281
B_BME54_A;Barrière du Médoc;BUS;CHAUSSEE;33063
B_CVL08_R;Collège Victor Louis;BUS;CHAUSSEE_ACCESS;33522
B_JSI21_A;Jules Simon;BUS;CHAUSSEE;33550
B_ESP92_A;Espagnet;BUS;CHAUSSEE_ACCESS;33434
B_TRE93_R;Treuil;BUS;CHAUSSEE;33003
B_VIV94_R;Vivaldi;BUS;CHAUSSEE;33003
B_CPA94_A;Clos Palu;BUS;HS_INTEGRAL;33487
B_DUM77_R;Dumas;BUS;CHAUSSEE;33056
B_MAL77_R;Malagène;BUS;CHAUSSEE;33056
B_LYC77_A;Lycée du Bâtiment (entrée);BUS;HS_SEMI_INTEGRE;33056
B_MER72_R;Mermoz;BUS;CHAUSSEE;33200
B_PLA52_R;Lycée de la Plaine;BUS;CHAUSSEE;33162
B_JOU71_R;Jossomme;BUS;CHAUSSEE;33449
B_BAC27_R;Bacchus;BUS;CHAUSSEE;33075
B_BAC27_A;Bacchus;BUS;CHAUSSEE;33075
B_LAG37_A;Lycée Agricole;BUS;HS_INTEGRAL;33056
B_CUR62_R;Curie;BUS;CHAUSSEE;33119
B_PEY67_A;Parc du Peyrou;BUS;CHAUSSEE_ACCESS;33013
B_CGRAD;Cimetière de Gradignan;BUS;CHAUSSEE;33192
B_CLG58_R;Gare de Bruges;BUS;CHAUSSEE;33075
B_QUIN55;Quinconces;BUS;CHAUSSEE;33063
B_3CA58_R;Les 3 Cardinaux;BUS;HS_INTEGRAL;33063
B_PRA42_R;La Prairie;BUS;CHAUSSEE_ACCESS;33192
B_LSMBM;Lycée Sud Médoc (Bois de Mont);BUS;CHAUSSEE;33519
B_JBOT03;Jardin Botanique;BUS;HS_ACCES;33063
B_ASP37_R;Antennes Sportives;BUS;CHAUSSEE;33063
B_GUY58_R;Guynemer;BUS;CHAUSSEE;33056
B_CFM71_R;Collège F.Mauriac;BUS;HS_INTEGRAL;33449
B_PIS01_A;Piscine Tissot;BUS;HS_SEMI_INTEGRE;33063
B_PRE10_R;Préfecture;BUS;CHAUSSEE;33063
B_BUTT63;Buttinière;BUS;TERMINUS;33249
B_DOMA66;Domaine du Manoir;BUS;CHAUSSEE;33249
B_TOQU67;La Toque cuivrée;BUS;CHAUSSEE;33013
B_HAM44_A;Hameaux de l'Alouette;BUS;CHAUSSEE_ACCESS;33318
B_CHO92_A;Cholet;BUS;CHAUSSEE_ACCESS;33003
B_MIC50_R;Gambetta Mériadeck;BUS;HS_INTEGRAL;33063
B_RMA36_R;Manaud;BUS;CHAUSSEE_ACCESS;33075
B_GEN53_A;Genêts;BUS;CHAUSSEE;33376
B_GAL53_A;Galips;BUS;CHAUSSEE_ACCESS;33376
B_TANA39;Tanaïs;BUS;CHAUSSEE;33519
B_FDRA06;Floirac Dravemont;BUS;TERMINUS;33167
B_FDR32_R;Floirac Dravemont;BUS;TERMINUS;33167
B_CNA46_R;Canaris;BUS;HS_INTEGRAL;33318
B_TPES23;Pessac Centre;BUS;HS_INTEGRAL;33318
B_PESS48;Pessac Centre;BUS;HS_INTEGRAL;33318
B_LPC81_A;Lycée Pape Clément;BUS;CHAUSSEE;33318
B_QMUN03;Quinconces;BUS;CHAUSSEE;33063
B_PFE82_A;Parc de Feydit;BUS;CHAUSSEE;33449
B_GMA12_R;Hôpital Pellegrin (Grand Maurian);BUS;CHAUSSEE;33063
B_CHE67_A;Chevreuils;BUS;CHAUSSEE;33013
B_MAL23_R;Malbec;BUS;CHAUSSEE;33063
B_MALB09;Malbec;BUS;CHAUSSEE;33063
B_MFR06_A;Mendès France;BUS;CHAUSSEE;33167
B_AFR05_A;Anatole France;BUS;CHAUSSEE;33119
B_MAR91_R;Le Marquis;BUS;CHAUSSEE;33004
B_SAT06_R;Satie;BUS;CHAUSSEE;33167
B_CCO02_A;Rives d'Arcins;BUS;CHAUSSEE_ACCESS;33039
B_NAV45_A;Navarre;BUS;CHAUSSEE;33063
B_PLA75_A;Plaisance;BUS;CHAUSSEE;33281
B_CRU31_R;Cruchet;BUS;CHAUSSEE;33063
B_MFO20_A;Maréchal Foch;BUS;CHAUSSEE;33550
B_SEM45_A;Sembat;BUS;CHAUSSEE;33318
B_PBE42_R;Prof. Bernard;BUS;CHAUSSEE;33192
B_PALO62;Palombes;BUS;CHAUSSEE;33249
B_PBE42_A;Prof. Bernard;BUS;CHAUSSEE;33192
B_MON21_R;Montherlant;BUS;CHAUSSEE_ACCESS;33550
B_MET71_R;Métairie;BUS;CHAUSSEE;33449
B_PTP91_A;Petit Peyronnet;BUS;CHAUSSEE;33434
B_PAI06_A;La Paix;BUS;CHAUSSEE;33167
B_CAR46_R;Carnot;BUS;HS_INTEGRAL;33318
B_TOUR9_R;Base sous-marine;BUS;CHAUSSEE_ACCESS;33063
B_GEP36_A;Collège Gérard Philipe;BUS;CHAUSSEE;33318
B_RAC40_A;Racine;BUS;CHAUSSEE_ACCESS;33522
B_GAS52_A;Gasquet;BUS;CHAUSSEE;33200
B_SRO27_R;St Romain;BUS;CHAUSSEE;33119
B_BAR80_R;Barthès;BUS;CHAUSSEE;33192
B_NOU02_A;Noutary;BUS;CHAUSSEE;33039
B_COR12_A;Cours d'Ornano;BUS;CHAUSSEE;33281
B_COC66_R;Jean Cocteau;BUS;CHAUSSEE;33249
B_LAN42_A;Lange;BUS;CHAUSSEE;33192
B_VHU71_R;Victor Hugo;BUS;CHAUSSEE;33449
B_CAS32_R;Castés;BUS;CHAUSSEE;33167
B_DAS31_A;Quarante Journaux;BUS;HS_INTEGRAL;33063
B_DUP40_R;Duplantier;BUS;CHAUSSEE;33522
B_TRO88_R;Terre Rouge;BUS;CHAUSSEE;33273
B_GEN88_A;Genêts;BUS;CHAUSSEE;33273
B_CHE88_R;La Chênaie;BUS;CHAUSSEE;33273
B_MAR88_R;Margaux;BUS;CHAUSSEE;33273
B_ECO88_R;Les Ecoles;BUS;CHAUSSEE;33273
B_RED39_R;Redon;BUS;CHAUSSEE;33519
B_CRA84_A;Cracovie;BUS;CHAUSSEE_ACCESS;33063
B_VER16_A;Vercors;BUS;CHAUSSEE;33281
B_LESPIN;Les Pins;BUS;HS_ACCES;33281
B_GOU34_R;Pichey;BUS;CHAUSSEE;33281
B_CAS34_A;Pablo Casals;BUS;CHAUSSEE;33281
B_RDE33_A;Deveaux;BUS;CHAUSSEE;33063
B_LSP71_R;Les Pins;BUS;CHAUSSEE_ACCESS;33281
B_HAY30_R;Le Haillan Rostand;BUS;CHAUSSEE;33200
B_BRI25_A;Bricaud;BUS;CHAUSSEE;33063
B_AUCHAN;Centre Commercial du Lac;BUS;TERMINUS_ACCESS;33063
B_MVE72_A;Moulin à Vent;BUS;CHAUSSEE;33162
B_TLP72_A;Le Plateau;BUS;CHAUSSEE_ACCESS;33162
B_CVI30_A;Chemin des Vignes;BUS;CHAUSSEE_ACCESS;33376
B_CFO83_R;Chemin du Foin;BUS;CHAUSSEE_ACCESS;33376
B_TLPL02;Le Plateau;BUS;CHAUSSEE;33162
B_BED30_A;Bedat;BUS;CHAUSSEE;33281
B_VIL37_A;Villepreux;BUS;CHAUSSEE;33376
B_GAS72_R;Gasteboy;BUS;CHAUSSEE;33162
B_FAI83_R;Faisan Doré;BUS;CHAUSSEE;33376
B_ROS30_R;Le Haillan Rostand;BUS;HS_ACCES;33281
B_CCA72_A;Collège Albert Camus;BUS;CHAUSSEE;33162
B_EYS72_R;Eysines Bourg;BUS;HS_INTEGRAL;33162
B_ROU45_A;Le Rouzic;BUS;CHAUSSEE_ACCESS;33063
B_ROU45_R;Le Rouzic;BUS;CHAUSSEE_ACCESS;33063
B_ILE63_A;Ile de France;BUS;CHAUSSEE_ACCESS;33013
B_ILE63_R;Ile de France;BUS;CHAUSSEE_ACCESS;33013
B_TAR63_R;Taris;BUS;CHAUSSEE;33013
B_FLOI63;Floirac Dravemont;BUS;TERMINUS;33167
B_VIL37_R;Villepreux;BUS;CHAUSSEE;33376
B_CIG83_A;Cigales;BUS;CHAUSSEE;33376
B_ROP07_A;Europe;BUS;CHAUSSEE;33003
B_ROP07_R;Europe;BUS;CHAUSSEE_ACCESS;33003
B_GOR07_R;Halte TER La Gorp;BUS;CHAUSSEE;33003
B_BUTI93;Buttinière;BUS;TERMINUS;33249
B_LACH91;Jean Moulin;BUS;CHAUSSEE;33004
B_SOV36_A;Jules Verne;BUS;HS_ACCES;33550
B_ISS88_A;Issartier;BUS;CHAUSSEE;33281
B_ISS88_R;Issartier;BUS;CHAUSSEE;33281
B_PAR10_A;Rosa Parks;BUS;CHAUSSEE;33167
B_PAR10_R;Rosa Parks;BUS;CHAUSSEE;33167
B_JAL25_R;Jallère;BUS;CHAUSSEE;33063
B_MAN05_A;Catros;BUS;CHAUSSEE;33063
B_KAO42_A;Kaolack;BUS;CHAUSSEE;33281
B_KAO42_R;Kaolack;BUS;CHAUSSEE;33281
B_STS43_R;Stade Suzon;BUS;CHAUSSEE;33522
B_CBE27_R;Beausite;BUS;CHAUSSEE;33119
B_THA11_A;Thales;BUS;CHAUSSEE_ACCESS;33281
B_CLAV18;Claveau;BUS;CHAUSSEE;33063
B_BGA18_A;Berges de la Garonne;BUS;CHAUSSEE;33063
B_BAS32_A;Faure - Balguerie;BUS;VOIE_PROTEGEE_ACCESS;33063
B_TFRA22;Frankton;BUS;HS_ACCES;33056
B_GBL29_R;Gare de Blanquefort;BUS;CHAUSSEE_ACCESS;33056
B_BER72_A;Bernède;BUS;CHAUSSEE;33200
B_BER72_R;Bernède;BUS;CHAUSSEE;33200
B_MEN72_A;Menespey;BUS;CHAUSSEE;33200
B_FON57_A;Fongravey;BUS;CHAUSSEE;33056
B_FON57_R;Fongravey;BUS;CHAUSSEE;33056
B_NAO76_R;La Naoude;BUS;CHAUSSEE;33312
B_LAN76_A;Landegrand;BUS;CHAUSSEE;33312
B_PEX15_A;Parc des Expositions;BUS;CHAUSSEE;33063
B_TRE46_R;Trébod;BUS;CHAUSSEE;33063
B_QNSUS_R;Quinsus;BUS;CHAUSSEE_ACCESS;33003
B_PMA29_R;Parc Marceau;BUS;CHAUSSEE;33069
B_19M05_A;19 Mars 1962;BUS;CHAUSSEE;33162
B_GDC78_A;Le Grand Caillou;BUS;CHAUSSEE;33162
B_NAN05_A;Nansouty;BUS;CHAUSSEE_ACCESS;33063
B_BETOIL;La Belle Etoile;BUS;HS_ACCES;33065
B_CRI62_A;Arena;BUS;CHAUSSEE;33167
B_CRI62_R;Arena;BUS;CHAUSSEE;33167
B_BAU87_A;Ferme de Baugé;BUS;CHAUSSEE;33550
B_BX15_A;Bordeaux Plage;BUS;CHAUSSEE;33075
B_IRS48_R;IRSA;BUS;CHAUSSEE;33281
B_CPH48_A;Photonique;BUS;CHAUSSEE;33318
B_TRI41_R;Tridons;BUS;CHAUSSEE;33063
B_DAU10_A;Jean Dauguet;BUS;CHAUSSEE;33063
B_DAU10_R;Jean Dauguet;BUS;CHAUSSEE;33063
B_APH11_A;Aéroparc;BUS;CHAUSSEE_ACCESS;33281
B_CAM24_R;Campus Carreire;BUS;CHAUSSEE_ACCESS;33063
B_PMA09_A;Place Maran;BUS;CHAUSSEE_ACCESS;33063
B_GROU55;Gare Routière;BUS;VOIE_PROTEGEE;33449
B_SAB83_A;La Sablière;BUS;CHAUSSEE;33200
B_CEZ83_R;Collège Emile Zola;BUS;CHAUSSEE;33200
B_DOM02_A;Domion;BUS;CHAUSSEE_ACCESS;33063
B_GIN77_A;Ginouilhac;BUS;CHAUSSEE;33056
B_GLA37_R;Gilamon;BUS;CHAUSSEE;33056
B_LAV45_A;Lavigne;BUS;CHAUSSEE;33063
